record_id,location,date_time,avg_speed,NO2_level,PM25_level,traffic_volume
2774.0,Seattle,2025-07-31 10:23:03,28,121.25,-130.46,class
2775.0,Boston,2025/08/10,70kmh,177.21,44.37,612
2776.0,dallas,2025-08-20 13:19:25,31,126.36,122.54,8147
2777.0,phoenix,2025-08-21 19:15:49,60,70.83,140.6,2086
2778.0,Chicago ,2025-08-01 16:12:26,75,168.72,60.23,8103
2779.0,Phoenix,2025-08-10 16:59:16,61,131.29,83.83,6209
2780.0,san francisc0,2025/08/13,74,32.3,71.4,3557
2781.0,Dallas,2025-08-03 13:02:52,75,96.47,96.66,4878
2782.0,Chicago,2025-08-13 00:14:55,117,59.99,110.31,6236
2350.0,Dallas,2025-07-30 18:01:02,108,102.57,8.59,4139
2784.0,New York,2025-07-31 23:57:32,42,64.01,142.11,five thousand
2785.0,dallas,2025/08/16,77,127.35,61.25,244
2786.0,Houston,2025-07-26 15:42:06,99,71.29,97.26,7926
2787.0,Los Angeles,2025-08-15 05:46:43,112,137.41,41.2,532
2788.0,CHICAGO,2025-08-09 23:04:14,95,137.05,114.05,7627
2789.0,PHOENIX ,2025-07-27 22:00:24,110,148.82,38.4,4458
2790.0,Los Angeles,2025-08-03 02:33:22,59,186.71,97.1,8419
2791.0,Miami,2025-08-21 15:31:59,23,183.92,9.88,1554
2792.0,Houston,2025-08-12 02:00:14,49,,16.73,4836
2793.0,Dallas,2025/08/18,46,192.9,106.49,7125
2794.0,houston,2025-08-11 11:07:30,90,189.25,70.4,4938
2795.0,boston,2025-07-26 17:00:34,59,112.45,31.49,8535
2796.0,Los Angeles,2025-08-16 14:16:18,39,54.76,14.59,9178
2797.0,Phoenix,2025-08-18 22:46:06,31,173.79,37.22,3769
2798.0,San Francisco,2025-07-26 00:55:47,100,79.23,15.76,3702
2799.0,Boston,2025-08-24 13:13:14,58,high,138.56,1635
1541.0,chicago,NULL,45,140.81,74.17,3040
2801.0,dallas,09-08-25,65kmh,64.02,-117.92,6521
2802.0,Miami,2025/08/05,24,100.49,46.45,1582
2803.0,New York,2025-08-16 10:01:29,76,188.27,117.34,five thousand
2804.0,Phoenix,2025-08-19 23:04:20,11,98.83,70.27,9207
,los angeles,2025-08-15 10:29:11,63,,145.0,6534
2806.0,Chicago,2025-08-16 18:08:37,118,low,92.76,1641
2807.0,phoenix ,2025-08-04 20:53:52,10,13.49,51.57,6431
2808.0,L0s Angeles,2025-08-01 17:50:54,104kmh,160.88,91.74,4107
2809.0,los angeles,2025-08-19 23:03:47,42,109.14,50.55,5387
2810.0,Houston,15-08-25,75,34.02,40.91,7660
,h0ust0n,2025-08-18 19:34:52,50kmh,113.32,31.92,food
2812.0,Los Angeles,2025-08-21 06:52:43,80,139.56,78.04,4000
2813.0,Dallas,2025/08/21,57kmh,low,138.31,7104
2814.0,SEATTLE,2025-08-13 16:28:20,51,140.53,77.58,6662
2815.0,Boston,2025-07-30 13:05:56,40,14.77,-83.92,5680
2816.0,Dallas,2025-08-06 00:07:14,65kmh,57.46,22.26,5680
2817.0,SEATTLE,2025-08-06 16:36:24,54,28.53,91.1,4730
472.0,Phoenix,2025-07-27 19:49:03,27,190.87,94.56,8439
2819.0,Seattle,2025-08-12 06:46:14,110,176.35,6.9,9227
2820.0,Dallas,31-07-25,40,165.25,88.57,3029
2821.0,Dallas,2025-07-27 07:06:57,117,153.81,95.66,3482
2822.0,Miami,2025-08-15 21:31:27,12,41.02,94.12,6320
2823.0,Los Angeles,2025-07-26 18:06:30,35,,52.48,3846
2824.0,Miami,2025-08-03 11:34:39,49,29.51,105.46,cup
2825.0,Dallas,2025-08-18 14:49:28,104,152.02,18.44,2040
2826.0,San Francisco,2025/08/05,80,,76.05,347
2827.0,new york,2025-07-29 12:38:54,42,162.38,21.29,4819
2828.0,san francisco,2025-08-12 19:25:30,77,72.74,19.89,1216
2829.0,chicago,2025-08-04 17:07:56,34,,22.1,5756
2830.0,Boston,2025-08-21 08:08:12,84,95.77,141.69,4753
2831.0,Los Angeles,2025-07-29 23:10:32,29,193.86,-73.19,five thousand
2832.0,H0ust0n,2025-08-06 05:56:00,46,177.85,70.3,five thousand
2833.0,San Francisco,2025-08-05 12:07:11,116,47.67,40.9,3333
2834.0,miami,2025-08-14 11:00:50,104,,67.09,6956
2835.0,Houston,2025-08-09 21:21:25,25,69.1,77.25,five thousand
2836.0,Los Angeles,2025-07-28 18:25:50,73kmh,79.95,62.35,8321
1636.0,los angeles,2025-07-29 13:54:07,85,15.15,67.61,4873
2838.0,San Francisco,2025-08-08 12:05:23,13,79.74,126.23,3462
2839.0,Seattle,2025-08-10 13:56:10,20,21.36,121.18,6781
2840.0,Phoenix,2025-08-10 19:37:59,37,181.35,27.24,7134
2841.0,Seattle,2025-07-28 15:06:47,84,81.36,112.56,1262
1963.0,Seattle,2025-07-27 00:32:11,55,66.13,122.17,1740
2843.0,New York,2025-08-10 08:36:24,36,87.64,116.54,3116
2844.0,Dallas,NULL,75,176.69,65.7,3527
2845.0,Dallas,2025-08-09 14:10:08,85kmh,89.13,6.77,2921
2846.0,LOS ANGELES,2025/08/07,39,161.22,146.54,9480
614.0,Dallas,2025-08-07 21:42:16,34,134.45,32.4,3844
2848.0,Phoenix,2025-08-11 22:44:42,16kmh,183.76,144.7,9981
2849.0,Phoenix,2025-08-13 05:21:18,78,33.34,47.82,five thousand
2850.0,Miami,2025-07-28 01:33:14,11,156.04,78.47,4266
2851.0,New York,2025-08-12 21:59:16,23,85.34,103.4,7567
2852.0,Houston,NULL,93,191.36,119.84,6526
2853.0,Phoenix,03-08-25,72,41.5,11.61,2144
2854.0,SAN FRANCISCO,2025-08-15 12:26:44,23,162.58,107.67,5928
2855.0,Boston,31-07-25,41,126.47,106.95,4607
2856.0,Miami,NULL,16,178.74,64.82,4534
2857.0,San Francisco,31-07-25,91,114.63,38.25,3250
2858.0,Chicago,2025-08-17 12:25:46,13,140.74,85.47,5089
2859.0,Boston,2025-08-08 20:59:47,62,22.01,74.6,4683
2860.0,houston,2025/08/16,89kmh,141.03,96.36,8980
2861.0,Seattle,2025-08-19 07:45:27,82kmh,med,144.33,9923
2862.0,Seattle,2025-08-03 18:07:50,11,high,127.94,8417
2863.0,boston,2025/08/14,22,95.17,121.34,9076
2864.0,NEW YORK ,2025-08-19 04:59:51,70kmh,,140.26,1648
2865.0,seattle,2025-08-17 23:46:03,35,142.19,75.43,9703
2866.0,Boston,NULL,30,75.6,141.62,563
2867.0,New York ,2025-08-04 19:05:43,87,high,36.51,7688
2868.0,San Francisco ,NULL,32,164.5,116.14,9636
2869.0,Miami,2025-08-07 18:48:06,116kmh,109.55,132.54,146
2870.0,Chicago,17-08-25,70,,55.86,9107
2871.0,l0s angeles,2025-08-11 19:42:46,72,57.09,146.89,6741
2872.0,Phoenix,2025-08-02 03:58:08,25,114.38,143.3,3109
2873.0,Houston,2025-08-24 06:35:33,52,137.96,88.77,3074
2874.0,Dallas,2025-08-19 00:03:26,40,,-8.53,7927
2875.0,San Francisco,2025-07-29 16:57:20,38,107.01,83.5,8948
2876.0,Houston,2025-08-20 11:44:15,31,,84.44,501
2877.0,san francisco,NULL,56,125.18,119.97,143
2878.0,San Francisco,05-08-25,94kmh,159.89,115.83,7422
2879.0,Miami,NULL,70,40.9,25.97,3080
2880.0,Dallas,2025-07-27 20:40:26,94kmh,191.33,138.06,today
2881.0,Phoenix,2025-08-06 14:28:41,71,med,131.77,7756
2882.0,Boston,2025-08-22 22:22:36,41,129.61,27.71,4060
2883.0,Phoenix,2025-08-03 22:37:06,53,23.0,90.43,1632
2884.0,Miami,2025-08-07 03:23:52,95,92.85,35.32,4854
2885.0,San Francisco,2025-08-01 00:46:40,14,158.93,20.78,7126
2886.0,Houston,2025-08-04 01:46:32,79,141.02,112.53,4066
2887.0,Dallas,20-08-25,62,10.62,118.3,9713
2888.0,chicago,2025-08-19 16:50:28,76,160.79,138.77,9617
2889.0,boston,2025-08-20 05:30:07,50,189.64,13.26,9246
2890.0,Seattle,2025-08-20 06:30:59,92,130.95,134.89,theory
2891.0,San Francisco,2025-08-03 13:42:51,52,,29.11,3038
2892.0,Dallas ,2025/07/28,104,194.14,40.61,7485
2893.0,Dallas,2025-08-09 09:42:47,56kmh,193.35,53.91,5415
2894.0,Seattle,2025-08-22 15:27:10,88,150.6,39.18,987
2895.0,Ph0enix,2025-07-28 11:55:59,62,12.37,122.67,7750
2896.0,Boston,2025-08-08 23:59:12,56,90.2,101.07,2943
2897.0,New York,2025-08-06 18:40:08,76,39.19,24.29,7833
2898.0,dallas,2025-08-21 21:00:11,69,101.94,125.39,9721
2899.0,Los Angeles,2025-08-11 03:14:12,107,72.93,18.06,five thousand
2900.0,Houston,2025-08-10 07:00:38,99,57.82,59.95,3713
2901.0,Boston,2025-08-13 07:53:53,35,171.67,127.39,3358
2902.0,San Francisc0 ,2025-08-17 18:21:20,70,32.56,101.77,1784
2903.0,New York,2025-08-15 10:34:12,93,161.9,85.42,8578
2904.0,phoenix,2025-08-05 12:02:28,80,124.22,57.42,683
2905.0,Dallas,2025/08/19,25,172.24,50.51,3450
2906.0,Chicago,2025-08-03 00:25:19,32kmh,195.11,52.29,1398
2907.0,San Francisco,12-08-25,112,189.39,50.79,8906
2908.0,Boston,2025-08-16 16:09:28,112,158.51,134.43,5514
2909.0,Boston,2025-08-09 03:03:35,59,142.97,80.71,768
2910.0,San Francisc0,2025-08-01 10:53:07,51kmh,118.92,32.78,7405
2911.0,chicago,2025-08-07 00:08:12,120,,83.26,3561
2912.0,Houston,2025-07-25 19:39:55,82,99.32,46.17,3268
2913.0,san francisco,2025-08-17 10:10:47,37,100.81,31.26,8563
2914.0,chicago,2025-08-05 22:17:06,69,98.28,42.04,5671
2915.0,Miami,2025-08-13 06:06:42,63,163.56,66.46,receive
2916.0,New York,2025-08-02 04:41:35,77,99.42,-47.64,1311
2917.0,SEATTLE,2025-08-02 17:17:28,43,95.44,15.02,5893
2918.0,Miami,2025-08-02 20:17:56,63,,81.56,211
2919.0,Chicago ,2025-08-02 05:51:26,85,,21.5,five thousand
2920.0,Seattle,2025-08-16 22:27:21,77,13.76,66.36,2051
2921.0,Phoenix,2025-08-04 23:13:08,32,,23.73,2233
2922.0,new york,2025-07-31 17:50:38,49kmh,85.99,-76.81,her
2923.0,San Francisco,2025/08/16,17,,-100.07,7433
2924.0,dallas ,2025-08-20 22:52:18,23,,65.34,2832
2925.0,Ph0enix,2025/08/21,69,67.85,69.73,1926
2926.0,Houston,2025-08-20 04:10:09,103,46.0,81.04,3764
2927.0,Boston,2025-07-31 19:19:44,70,low,22.17,6817
2928.0,Miami,2025-08-17 11:24:36,117,20.46,131.28,1893
2929.0,seattle,2025/08/16,33,149.82,115.88,5149
2930.0,Los Angeles,2025-07-28 00:40:47,64,165.03,42.05,6720
2931.0,houston ,2025-08-03 13:49:54,24,181.89,134.7,216
2932.0,Chicago,2025-08-13 20:54:30,32,low,61.59,1698
2933.0,Boston,2025-08-13 19:35:30,31,115.85,88.98,five thousand
2934.0,Miami,2025-08-08 01:07:28,96,,50.47,923
2935.0,Phoenix,2025-07-31 21:17:04,89,118.33,148.76,8745
2936.0,HOUSTON,2025-08-20 10:05:34,64,178.26,94.29,8048
2937.0,Chicago,2025-07-25 23:04:24,10kmh,60.68,39.51,2033
2938.0,Seattle,2025-08-01 11:34:33,50kmh,176.2,37.63,321
2939.0,Los Angeles,2025-08-14 03:19:28,101,167.24,52.16,8238
2940.0,houston,2025-08-20 00:42:20,76,83.22,149.44,4725
2941.0,Miami,NULL,45,137.94,59.35,7066
2942.0,Houston,2025-08-08 20:42:08,114,152.16,34.15,2076
2943.0,phoenix,2025-08-08 05:18:57,40kmh,110.4,137.4,637
2944.0,Phoenix,2025-08-10 04:45:06,118kmh,low,56.54,698
2945.0,Dallas,2025-08-16 22:34:58,77,83.86,56.89,1300
711.0,Seattle,2025-07-31 08:10:15,62kmh,39.46,116.33,7647
2947.0,Phoenix,2025-07-29 23:07:30,62,117.42,29.42,7078
2948.0,Boston,2025/07/30,120,127.57,65.74,2132
1964.0,H0ust0n,2025-08-03 22:48:05,101,30.78,58.05,6406
2950.0,New York,2025-08-04 10:10:24,108,,34.43,5409
2951.0,San Francisco,2025-07-31 13:42:07,37,52.52,100.82,3929
2952.0,Houston,2025-08-12 02:01:03,75kmh,116.23,136.78,1149
2953.0,Chicago,2025-08-13 19:49:07,69,126.43,62.09,Mrs
2954.0,Miami,2025-08-15 07:09:34,94,19.79,98.96,4375
2955.0,Miami,2025-07-25 21:05:32,20,128.37,46.38,9960
2956.0,Dallas,2025-08-05 23:31:24,40,169.36,82.44,8062
2957.0,Dallas,2025-08-03 00:21:32,59,116.69,125.56,than
2958.0,Houston,2025-08-23 22:34:59,106,84.27,59.38,3437
2959.0,boston,2025-08-19 03:31:44,31,118.75,102.9,8548
2960.0,Miami ,2025/08/20,10,72.76,118.14,8785
2961.0,Miami,2025-08-22 22:25:46,101,,130.38,4250
2962.0,Chicago,2025-08-21 18:19:10,105,31.71,133.83,5465
2963.0,Seattle,2025-08-07 00:39:39,49,171.75,89.4,2612
2964.0,Ph0enix,2025-08-01 03:57:39,70,55.48,19.2,9950
2965.0,Seattle,2025-08-20 18:54:16,116,44.1,126.76,4249
2966.0,los angeles,2025-08-09 12:08:19,31,83.18,77.29,6396
2967.0,Seattle,2025-08-06 14:20:59,54,22.35,76.49,8550
2968.0,Los Angeles,2025-08-04 12:27:23,10,186.8,119.08,9758
2969.0,Boston,2025-08-05 21:30:10,95,135.43,77.1,2496
896.0,New York,2025-07-27 17:13:18,115,85.28,54.25,3091
2971.0,Chicago,2025-08-08 06:45:30,75,26.11,20.69,3933
2972.0,houston,2025-08-16 00:14:34,25,high,18.65,8254
2167.0,Boston,2025-07-26 02:12:13,39,low,17.69,3640
2974.0,San Francisco,2025-08-21 15:35:57,55,52.72,90.51,2532
,Los Angeles,2025/07/31,89,43.97,113.37,7968
2976.0,boston,NULL,93,93.44,-117.62,daughter
2977.0,New York,2025-08-13 18:26:58,93,136.74,23.95,3748
2978.0,Phoenix,2025-08-01 01:13:00,89,78.44,38.34,4112
2979.0,Houston,2025/08/07,46,10.44,136.23,1893
2980.0,phoenix,2025-08-14 07:01:50,61,94.47,29.75,8382
2981.0,los angeles,2025-08-24 16:16:17,39,32.62,48.43,447
2982.0,miami,2025-08-05 21:10:33,28,105.67,73.93,989
2983.0,San Francisco,2025-08-12 16:26:17,72kmh,165.2,20.4,8638
2984.0,Houston,29-07-25,96,46.15,113.87,4779
2985.0,Houston,2025-08-19 04:39:34,109,164.94,106.92,3430
2986.0,Boston,2025-08-14 18:15:31,32,185.29,29.72,5847
2987.0,San Francisco,2025-07-29 03:20:47,104,130.13,83.98,2079
,New York,2025-08-15 19:59:16,87,180.97,146.7,893
2989.0,New York,2025-08-05 02:59:32,63,12.57,63.24,1091
2990.0,New York,2025/07/27,21,93.59,108.86,8571
2991.0,Chicago,2025/08/18,31kmh,100.77,14.26,five thousand
2992.0,Houston,08-08-25,82,192.11,80.82,8333
2993.0,Chicago,2025-08-19 16:24:35,98,29.62,21.56,8198
2994.0,Dallas,2025-08-16 04:12:08,40,,118.26,1682
2995.0,Dallas,2025-08-07 01:38:58,59,160.82,144.35,1639
2996.0,seattle,08-08-25,24,156.23,147.21,4634
2997.0,Boston,2025-07-28 05:52:46,76kmh,,82.72,6480
2998.0,los angeles,2025-08-09 14:00:42,113,,108.77,6435
2999.0,new york,12-08-25,67,150.09,54.17,7624
3000.0,Houston,2025-08-18 17:00:24,20,110.23,39.55,1731
3001.0,New York,2025-08-22 11:46:19,60,16.77,18.55,551
3002.0,phoenix,2025-08-17 19:58:39,95,high,14.42,8455
3003.0,Chicago,2025-07-28 05:57:23,39kmh,51.64,104.3,8083
3004.0,san francisco,18-08-25,98,123.3,88.27,8523
3005.0,Chicago,2025-08-23 20:45:38,47,172.78,84.66,5265
,San Francisco,2025-08-04 16:01:15,47,53.58,139.31,407
3007.0,Miami,2025-07-27 02:50:49,120,145.26,34.44,6807
3008.0,dallas,2025-08-14 00:36:16,107,36.96,74.1,6699
3009.0,MIAMI,NULL,86,136.1,147.18,6591
3010.0,BOSTON,2025/08/13,119,24.76,148.89,3571
3011.0,Boston,2025-08-02 06:31:05,115,50.57,43.29,3687
3012.0,Boston,2025-08-15 23:17:35,83,72.62,37.14,1688
3013.0,Houston,2025/08/07,30,121.31,144.09,4495
3014.0,Phoenix,2025/08/11,75,35.58,44.55,165
3015.0,Los Angeles,2025-08-12 04:59:23,32,13.13,21.41,9432
3016.0,Houston,2025-08-09 14:35:00,85,41.72,21.44,5764
3017.0,HOUSTON,2025-07-26 17:31:59,57,148.2,99.7,religious
3018.0,Miami ,2025-08-03 07:24:14,92kmh,106.15,91.46,467
3019.0,Chicago,2025-08-19 01:29:07,36,48.13,148.28,9321
3020.0,Houston,2025-08-06 04:15:13,87,81.63,52.76,3132
3021.0,Seattle,2025-08-02 16:38:58,58,Moderate,72.72,3879
3022.0,Los Angeles,2025-08-16 23:54:11,31,193.27,39.23,7882
2408.0,Boston,2025-08-07 03:34:28,117,98.87,47.23,4734
3024.0,New Y0rk ,2025-08-16 10:19:41,101,191.41,132.19,7980
3025.0,seattle,2025-07-27 14:20:43,80,54.37,121.7,8670
3026.0,Boston,2025-08-04 02:37:13,14kmh,Moderate,116.08,once
3027.0,Chicago,2025-08-15 19:44:15,64,105.96,74.15,3341
3028.0,San Francisco,03-08-25,38,184.33,118.06,6433
3029.0,seattle,2025-08-12 13:14:12,66,33.21,52.83,8457
3030.0,Phoenix,2025-08-07 12:07:26,27,25.16,54.8,3201
3031.0,San Francisco,2025-08-02 05:40:42,16,12.01,90.48,6587
3032.0,PHOENIX,2025-08-03 08:01:41,109,44.53,13.15,1675
3033.0,New Y0rk,2025-08-15 10:29:50,48kmh,53.57,15.91,9181
3034.0,Phoenix,2025-08-07 17:58:27,108,36.73,135.05,6331
3035.0,Phoenix,2025-08-21 05:59:29,51,144.93,-22.83,6185
3036.0,B0st0n,2025-07-28 16:42:53,94,10.49,121.07,9442
3037.0,los angeles,2025-08-11 07:17:28,32,122.03,125.45,not
3038.0,SEATTLE,20-08-25,10,139.17,63.88,4613
3039.0,boston,2025-07-26 14:14:35,114,143.12,142.24,5415
3040.0,Miami,2025/07/31,65,Moderate,92.89,7055
3041.0,Boston,2025-07-28 22:52:06,71,11.71,46.09,five thousand
3042.0,Houston,2025-07-29 05:40:45,89kmh,27.0,81.68,7979
3043.0,San Francisco,2025-08-18 12:30:33,12,148.9,125.76,3181
3044.0,DALLAS,2025-08-03 15:51:33,26,Moderate,109.07,9279
3045.0,Los Angeles,2025-08-21 10:08:31,85,169.44,81.54,1599
3046.0,New York,2025-08-11 17:15:21,84,39.3,134.55,6687
3047.0,New York,2025-08-02 15:34:17,64,128.93,20.58,8141
3048.0,CHICAGO,09-08-25,79,,-148.62,5442
3049.0,Seattle,2025-08-06 20:58:56,87,100.5,62.83,7775
3050.0,san francisco,2025-07-31 01:31:35,106,,47.24,7372
3051.0,houston,03-08-25,55,53.88,79.8,4735
3052.0,New York ,2025-08-13 18:18:57,44,194.53,120.44,five thousand
3053.0,Boston,2025-07-29 02:32:42,69,146.7,85.22,8106
3054.0,Seattle ,2025-08-12 04:42:13,15,52.88,101.81,7533
3055.0,Seattle,2025/07/30,115kmh,128.19,118.53,4151
3056.0,Chicago,2025-08-12 15:33:07,59kmh,56.34,73.19,9459
3057.0,Los Angeles,2025-08-15 21:27:17,58,low,117.47,4872
3058.0,Miami,2025-08-23 01:06:14,42,11.61,126.66,6582
3059.0,Dallas,04-08-25,11,,29.24,8748
176.0,Boston,2025-08-13 23:07:07,25,121.87,74.57,5093
3061.0,Seattle ,2025-08-08 07:14:28,101kmh,158.22,146.45,1806
3062.0,boston,06-08-25,104,122.27,44.77,2562
3063.0,Miami,2025-07-25 19:54:09,95,126.46,126.86,7848
3064.0,Los Angeles,2025/08/12,57,124.61,128.98,five thousand
3065.0,San Francisco,2025-08-21 02:21:47,15kmh,65.14,87.64,five thousand
3066.0,Houston,2025-08-21 09:19:07,95,173.31,21.91,five thousand
3067.0,Chicago,2025-08-20 14:11:00,69,165.39,142.6,7950
3068.0,Boston,2025-08-08 08:22:19,41,71.18,87.15,248
3069.0,Miami,2025-07-27 16:58:17,94,114.87,70.36,3889
3070.0,miami,2025-08-08 08:03:33,107,134.4,133.25,8117
3071.0,Miami,2025-07-28 12:19:55,95,83.92,112.46,8221
3072.0,Houston,2025-08-16 19:27:01,101,197.73,48.64,3705
3073.0,phoenix,2025/08/18,120,50.04,46.53,6599
3074.0,Seattle,2025-08-13 02:18:20,18,14.76,110.21,9788
3075.0,Miami,2025-08-21 13:11:13,32,40.89,85.55,five thousand
3076.0,new york,2025-08-06 01:23:50,22,med,81.78,424
3077.0,New York,30-07-25,111,low,29.36,five thousand
3078.0,San Francisco,2025-08-11 17:05:33,87,180.0,145.33,5251
3079.0,new york,2025-08-05 04:02:09,56kmh,74.94,145.06,9704
3080.0,Dallas,2025-07-31 22:51:22,53,20.43,69.0,9380
3081.0,Boston,2025-07-29 02:42:41,94,103.74,51.25,6186
3082.0,Los Angeles,09-08-25,85,35.15,128.38,8418
1849.0,Seattle,2025-08-15 05:37:16,36,163.93,18.78,6566
3084.0,DALLAS,2025-08-02 16:36:49,65,118.66,146.99,five thousand
3085.0,h0ust0n,2025-08-08 22:50:47,53,low,30.04,2793
3086.0,houston,2025-08-09 15:17:41,116,high,64.52,4553
3087.0,san francisco,2025-07-27 06:52:13,18kmh,183.97,136.09,3515
3088.0,Seattle,2025-08-18 19:07:59,38,Moderate,140.18,5961
3089.0,CHICAGO,2025-08-13 18:06:58,62,193.29,13.79,5183
3090.0,NEW YORK ,2025-08-03 22:53:03,65,154.0,116.95,4014
3091.0,Boston,2025-08-16 06:15:45,54kmh,146.56,74.29,9000
3092.0,Chicago,2025-08-02 09:38:47,57,121.78,139.41,none
3093.0,NEW YORK ,2025-07-31 17:06:46,33,102.84,15.6,8396
3094.0,Dallas,2025-08-13 17:56:09,89,186.22,20.9,6620
3095.0,Seattle,NULL,73,,51.84,2079
3096.0,dallas,2025-08-05 17:59:29,85,43.06,100.53,8666
3097.0,phoenix,2025-08-10 00:08:09,104,197.93,73.96,5595
3098.0,Chicago,2025-08-17 02:09:57,42,32.53,149.87,8564
3099.0,Los Angeles,2025/08/01,12,171.81,108.86,five thousand
3100.0,boston,2025-08-23 22:31:36,14,45.64,129.29,8427
3101.0,New York,2025-08-01 05:33:46,120,151.83,117.66,8108
3102.0,LOS ANGELES ,2025-07-27 20:29:43,29,29.4,99.38,7347
3103.0,Dallas,2025/08/09,118,,79.98,3873
3104.0,New York,2025-08-12 20:05:17,64,98.09,122.93,6497
3105.0,Miami ,29-07-25,108kmh,,115.33,9926
3106.0,Phoenix,2025-07-30 11:20:56,23,87.04,130.37,2423
3107.0,New York ,26-07-25,83kmh,61.77,22.04,8890
3108.0,MIAMI,2025-08-03 10:57:44,45,,116.86,2733
3109.0,Chicago,2025-08-11 19:43:18,95,137.98,142.57,2275
3110.0,Seattle,2025-07-31 15:33:47,107,163.25,7.52,6622
3111.0,Dallas,2025-08-21 11:42:04,10,198.33,127.49,five thousand
3112.0,Seattle,2025-07-30 19:18:07,117,63.73,77.66,766
3113.0,Seattle,2025-08-10 15:05:17,16,141.0,86.91,8844
3114.0,dallas,2025-07-31 12:04:14,69,123.81,50.31,7296
3115.0,Los Angeles,2025-07-28 08:07:02,47kmh,122.09,79.68,9737
3116.0,LOS ANGELES,2025-07-25 20:13:19,93,150.31,42.98,595
3117.0,CHICAGO,2025-08-22 21:37:11,118,50.16,61.73,8887
3118.0,New York,2025-08-14 22:40:30,79,31.68,138.64,2961
3119.0,Seattle,2025-08-24 11:40:32,70,,80.16,1236
3120.0,Houston,2025-07-27 12:36:58,10,24.02,70.06,7771
3121.0,Chicago ,2025-08-08 00:02:07,95,,17.8,8286
3122.0,Seattle,2025-07-25 23:30:19,84,168.07,30.75,5346
3123.0,Los Angeles,15-08-25,66,192.36,134.86,4508
3124.0,Phoenix,2025-08-09 07:32:28,66,140.27,86.31,6070
3125.0,SAN FRANCISCO,2025-08-16 23:37:28,66,129.16,26.29,five thousand
3126.0,Seattle,2025-08-06 12:37:37,28,162.87,104.49,4326
1772.0,Los Angeles,2025-08-02 02:36:53,103,53.02,85.27,that
3128.0,Dallas,2025-08-08 01:46:43,27kmh,32.27,63.75,1254
3129.0,los angeles,2025-08-08 19:57:44,29,44.12,48.36,1794
,San Francisco,2025-07-29 13:28:45,99,199.86,76.06,3000
3131.0,PHOENIX,2025-08-23 15:21:40,47,31.65,90.91,9511
3132.0,San Francisc0,2025-07-31 17:57:41,86,116.37,142.7,2207
3133.0,Dallas,2025-08-04 00:14:45,112,61.7,20.09,8710
3134.0,Chicago,2025-08-07 00:59:35,93,49.38,106.06,2882
3135.0,San Francisco,21-08-25,69,157.01,111.31,136
3136.0,Houston,2025-07-29 02:47:36,108,124.22,145.8,8838
3137.0,miami,NULL,50,,79.29,1149
3138.0,Houston,2025-08-09 05:27:37,85,130.55,19.53,3662
3139.0,DALLAS,2025-08-12 04:10:58,99,,134.7,6892
3140.0,Seattle,03-08-25,91,182.4,54.69,4383
3141.0,san francisco ,2025/07/31,81,154.04,48.45,6924
3142.0,Dallas,2025-08-16 15:59:28,110,,68.85,3893
3143.0,PHOENIX,2025-07-29 08:09:49,71,137.07,131.56,2668
3144.0,Miami,2025-08-17 11:21:52,104,24.76,90.87,5069
3145.0,Miami,2025-08-05 06:29:45,97,60.1,136.12,2984
3146.0,Dallas,2025-08-04 23:02:35,20,153.08,24.83,7402
3147.0,Miami,2025-08-03 19:21:01,90,102.57,77.03,5785
3148.0,Miami,2025-08-20 01:49:22,41,low,130.61,5503
3149.0,Boston,2025-07-26 08:17:06,24,128.29,51.16,3818
3150.0,Seattle,2025/08/16,98,23.95,145.32,5985
3151.0,San Francisco,2025-08-21 16:03:49,78,32.18,45.62,4584
3152.0,Houston,2025-07-29 10:04:51,58,,54.04,492
2041.0,New York,2025-07-29 16:21:02,24,183.02,136.28,1528
3154.0,Houston,2025-08-01 22:00:09,13,med,87.83,7841
3155.0,New York,2025-08-03 06:54:22,34,178.13,142.67,2285
3156.0,Chicago,2025-08-21 08:48:50,117,156.59,123.01,4712
3157.0,Phoenix,2025-07-27 22:33:26,82,,6.92,5799
3158.0,Boston,2025-08-10 20:55:10,17,59.13,72.09,8915
3159.0,Los Angeles,2025-07-26 01:40:13,92,143.47,27.75,7240
3160.0,miami,2025/07/31,99kmh,46.31,140.57,7612
3161.0,Dallas,2025/08/15,104,113.26,135.27,8387
3162.0,CHICAGO,2025-08-10 00:45:22,39,182.29,126.92,1495
3163.0,Phoenix,2025-07-31 14:09:33,18,142.59,53.92,3830
3164.0,Chicago,2025-08-10 07:02:49,109,172.23,115.05,five thousand
3165.0,LOS ANGELES,2025-08-18 01:51:01,107,Moderate,13.11,2060
3166.0,Miami,2025-08-18 22:45:59,103,192.84,13.93,1147
3167.0,New York,01-08-25,100,43.51,52.52,five thousand
3168.0,New York,2025/08/07,75,129.22,62.89,8400
3169.0,Los Angeles,2025-08-19 21:15:05,45kmh,,98.52,8432
3170.0,Los Angeles,2025-08-11 19:56:00,82,179.75,84.69,1531
3171.0,chicag0,2025-08-20 13:32:53,61,111.97,111.25,they
3172.0,Houston,2025-08-11 03:54:12,97kmh,54.34,139.72,2400
3173.0,Miami,2025-07-30 13:59:20,75,140.69,112.97,4910
3174.0,seattle,2025-07-31 09:20:53,66,,51.42,4093
3175.0,phoenix,2025-08-04 14:53:06,81,130.49,22.21,7491
3176.0,Chicago,16-08-25,12,20.88,23.43,five thousand
